"Postcodes (PC4)";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Januari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Februari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Maart 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|April 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Mei 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juni 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juli 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Augustus 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|September 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Oktober 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|November 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|December 2020"
"4014 Wadenoijen";6;6;6;6;6;6;6;6;6;6;7;8
"4016 Kapel Avezaath/Buren";1;1;1;1;1;1;1;1;1;1;1;1
"4017 Kerk Avezaath/Tiel";2;2;2;2;2;2;1;1;1;1;1;1
"4021 Maurik";22;22;23;23;25;25;26;27;28;29;29;29
"4023 Rijswijk";3;3;3;3;3;3;4;4;4;4;4;4
"4024 Eck en Wiel";11;11;12;12;13;13;13;12;12;13;13;14
"4031 Ingen";15;16;17;17;17;17;17;18;16;18;18;17
"4032 Ommeren";5;5;5;5;6;6;6;6;6;6;6;6
"4033 Lienden";19;19;19;20;20;20;19;19;21;21;21;23
"4041 Kesteren";38;38;38;35;38;41;45;44;47;47;44;45
"4043 Opheusden";22;23;22;22;25;25;27;29;30;32;34;35
"4051 Ochten";22;23;22;22;23;23;24;24;24;24;25;24
"4053 IJzendoorn";3;3;3;4;2;2;2;1;2;2;3;4
"4054 Echteld";6;6;6;6;6;6;5;5;5;5;5;6
"4061 Ophemert";10;11;11;11;11;11;10;11;13;13;13;14
"4062 Zennewijnen";3;4;4;4;4;4;4;4;4;4;4;4
"4063 Heesselt";0;0;0;0;1;1;1;1;1;1;1;1
"4064 Varik";5;5;5;5;6;6;6;7;7;8;8;8
"4101 Centrum";29;28;29;29;30;30;31;31;31;32;34;36
"4102 Ter Weijde";7;8;9;9;10;10;10;10;10;12;11;9
"4103 Vrsp hzn W/Z van Culemborg";3;3;3;3;3;3;3;4;4;4;4;4
"4104 Culemborg industriegebied";21;23;22;22;20;17;19;21;21;21;18;18
"4105 Buitenwijken";37;37;39;41;41;42;42;44;46;49;49;49
"4106 Culemborg";2;2;2;2;3;3;3;3;3;4;5;5
"4107 Culemborg";2;2;2;2;2;2;2;2;2;2;2;3
"4111 Zoelmond";1;1;1;1;1;1;1;1;1;1;1;1
"4112 Beusichem";23;24;24;24;24;25;26;26;26;27;27;28
"4115 Asch";3;3;3;3;3;3;3;4;4;4;4;5
"4116 Buren";16;16;16;16;16;16;16;16;18;18;18;19
"4117 Erichem";0;0;1;1;1;1;1;1;2;2;2;2
"4119 Ravenswaaij";2;2;2;2;2;2;2;2;2;2;2;2
"4121 Everdingen";4;4;4;4;4;4;4;4;4;4;4;4
"4122 Zijderveld";5;5;5;6;6;6;6;6;6;7;7;7
"4124 Hagestein";14;14;13;12;12;13;13;14;14;16;17;19
"4125 Hoef en Haag";8;8;8;8;7;8;9;10;13;15;17;16
"4126 Hei- en Boeicop";6;6;7;7;7;7;7;7;7;8;8;9
"4128 Lexmond";22;22;23;23;22;23;24;24;25;26;28;27
"4131 Vianen/Vijfheerenlanden";128;125;122;115;115;112;104;99;95;96;89;82
"4132 Oude Stad/Zederik";16;18;18;19;21;23;24;24;25;27;30;31
"4133 Monnikenhof/Amaliastein";25;25;26;27;27;27;29;30;30;31;32;33
"4141 Centrum/Oost";10;9;10;11;11;13;13;14;14;15;16;18
"4142 West";7;7;6;6;6;7;7;7;7;8;8;9
"4143 Noord";35;35;35;37;37;37;41;42;42;42;42;38
"4145 Schoonrewoerd";3;2;2;2;2;2;2;2;2;2;2;3
"4147 Asperen";11;10;10;10;10;10;10;9;9;9;9;11
"4151 Acquoy";1;2;2;3;3;4;5;5;5;5;5;5
"4152 Rhenoy";3;3;3;4;4;4;4;4;4;4;4;4
"4153 Beesd";93;97;84;87;96;80;100;107;95;92;116;91
"4155 Gellicum";3;3;3;3;3;3;4;4;5;5;5;6
"4156 Rumpt";9;9;9;9;9;9;9;9;9;9;9;9
"4157 Enspijk";5;5;5;5;4;4;6;6;7;7;7;8
"4158 Deil";12;14;15;15;15;15;14;14;15;17;17;17
"4161 Heukelum";8;8;8;8;8;8;9;11;11;11;13;14
"4163 Oosterwijk";3;3;3;3;3;3;3;3;3;3;3;3
"4171 Herwijnen";7;9;9;9;9;9;10;10;10;10;10;12
"4174 Hellouw";2;2;2;3;3;3;3;4;4;4;4;4
"4175 Haaften";10;10;10;11;12;12;14;15;15;17;18;19
"4176 Tuil";3;3;3;3;3;2;3;4;4;6;6;6
"4181 Waardenburg";17;17;17;15;14;15;13;13;14;15;15;17
"4182 Neerijnen";5;5;5;5;5;5;5;6;6;6;6;6
"4184 Opijnen";4;5;5;5;6;7;8;9;9;9;9;8
"4185 Est";1;1;1;2;2;2;2;2;3;3;3;3
"4191 Geldermalsen";80;85;85;84;83;83;84;83;83;81;81;83
"4194 Meteren";20;22;22;22;22;23;24;27;28;29;31;34
"4196 Tricht";14;14;14;13;13;13;13;12;12;11;9;9
"4197 Buurmalsen";12;11;11;11;11;12;12;12;11;11;11;12
"4201 Binnenstad";13;13;13;14;15;16;17;17;19;20;20;25
"4202 West/Avelingen";5;5;5;5;5;5;4;4;4;4;3;3
"4203 Noord/Molenvliet";1;1;1;1;1;1;1;1;1;1;1;1
"4204 Gildenwijk";3;3;3;3;3;3;4;4;4;4;3;3
"4205 Haarwijk/Stalkaarsen";20;21;22;23;24;24;25;23;26;29;31;30
"4206 Lingewijk";12;12;12;10;11;11;12;12;13;13;13;11
"4207 Laag-Dalem/Wijdschild";51;53;53;53;55;54;56;57;59;63;63;62
"4208 Hoog-Dalem";8;8;8;10;10;10;11;12;13;12;12;16
"4209 Schelluinen";14;15;14;13;11;14;13;13;13;11;11;10
"4211 Spijk";2;2;2;2;2;2;2;2;3;3;4;4
"4212 Vuren";1;1;1;1;1;1;1;1;1;1;2;2
"4213 Dalem";5;5;5;5;5;6;6;7;7;7;6;6
"4214 Vuren";20;21;23;23;22;24;24;25;24;23;24;24
"4221 Hoogblokland";11;11;11;11;13;13;13;12;12;13;13;12
"4223 Hoornaar";10;10;10;10;11;10;10;10;11;11;12;13
"4225 Noordeloos";10;10;10;10;10;10;10;10;11;10;10;10
"4231 Meerkerk";21;23;26;26;25;27;27;29;29;30;32;34
"4233 Ameide";11;11;12;12;12;15;15;15;16;16;16;17
"4235 Tienhoven";1;1;1;2;2;3;3;4;4;4;5;6
"4241 Arkel";19;18;18;18;18;18;19;19;19;19;18;17
"4243 Nieuwland";3;3;3;4;4;4;5;5;5;5;5;5
"4245 Leerbroek";4;2;2;2;2;2;2;2;2;2;4;4
"4247 Kedichem";5;5;6;6;6;6;6;6;7;7;8;8
"4251 Werkendam";59;61;62;63;68;69;70;66;64;68;68;67
"4254 Sleeuwijk";18;20;22;22;22;22;24;26;29;30;29;31
"4255 Nieuwendijk";8;8;9;9;9;10;10;10;11;11;10;10
"4261 Wijk en Aalburg";30;32;33;34;34;36;36;39;40;40;43;48
"4264 Veen";15;15;16;16;17;17;18;18;20;20;19;18
"4265 Genderen";1;1;0;1;1;2;2;1;3;4;3;5
"4266 Eethen";4;4;4;4;4;4;4;4;4;4;5;5
"4267 Drongelen";0;0;0;0;0;0;0;0;1;1;1;1
"4268 Meeuwen";3;3;3;3;3;3;3;2;2;3;3;3
"4269 Babylonienbroek";2;3;2;2;2;2;2;2;2;2;2;2
"4271 Dussen";9;9;9;9;8;8;9;9;9;9;10;11
"4273 Hank";21;20;20;20;19;19;19;20;22;22;23;24
"4281 Andel";7;7;8;8;9;9;9;9;9;10;10;11
"4283 Giessen";12;12;12;12;12;14;13;13;13;14;15;14
"4284 Rijswijk";5;5;5;5;5;5;5;5;6;6;6;8
"4285 Woudrichem";21;21;22;22;21;23;23;23;23;23;24;24
"4286 Almkerk";15;15;16;16;17;17;17;18;19;17;17;17
"4287 Waardhuizen";2;2;2;2;3;3;3;4;4;4;4;4
"4288 Uitwijk";6;6;6;6;5;5;5;5;5;6;6;5
"4301 Zierikzee";33;36;36;37;37;37;39;38;38;38;39;41
"4302 Centrum Zierikzee";3;3;3;3;3;4;4;4;4;4;4;5
"4303 Zierikzee";3;3;3;3;3;4;4;4;4;4;5;5
"4305 Ouwerkerk";2;2;2;2;2;2;2;2;2;2;2;3
"4306 Nieuwerkerk";4;4;4;4;4;5;5;5;5;5;5;5
"4307 Oosterland";7;7;7;7;8;8;9;8;8;8;9;9
"4308 Sirjansland";0;0;0;0;0;0;0;0;0;0;0;0
"4311 Bruinisse";11;10;11;12;11;11;11;12;12;12;13;13
"4315 Dreischor";5;5;5;5;5;5;5;5;5;5;5;5
"4316 Zonnemaire";3;3;3;3;3;3;4;4;5;6;7;7
"4317 Noordgouwe";7;7;7;7;8;8;9;10;10;11;11;10
"4318 Brouwershaven";2;2;2;2;2;2;2;2;2;3;3;3
"4321 Kerkwerve";0;0;0;0;0;0;0;0;0;0;0;0
"4322 Scharendijke";2;2;2;2;2;2;2;3;4;4;5;6
"4323 Ellemeet";3;3;3;3;3;3;3;3;3;3;3;4
"4325 Renesse";17;17;17;17;17;18;18;19;20;19;20;20
"4326 Noordwelle";1;1;1;1;1;1;2;2;2;2;2;2
"4327 Serooskerke";0;0;0;0;0;0;1;1;1;1;1;1
"4328 Burgh-Haamstede";36;38;38;38;39;39;39;42;43;46;47;49
"4331 Middelburg";22;23;23;26;27;27;29;30;31;32;32;32
"4332 Noordoost";11;11;11;11;11;11;11;11;11;11;11;11
"4333 Noord";10;10;12;12;12;12;12;12;14;14;15;16
"4334 Noordwest";12;12;12;12;12;12;13;13;13;13;13;13
"4335 Zuidwest";13;14;14;14;15;15;15;16;16;16;18;18
"4336 Zuid";14;15;17;17;18;20;20;21;21;22;22;21
"4337 Dauwendaele";14;13;14;14;16;15;15;17;18;19;19;21
"4338 Groot Industrieterrein";4;5;5;5;5;5;5;5;5;6;5;4
"4339 Nieuw- en St Joosland";1;1;1;1;2;2;2;3;3;3;3;3
"4341 Arnemuiden";7;7;8;8;9;9;9;8;9;9;9;10
"4351 Veere";9;9;9;9;8;8;9;10;10;13;13;13
"4352 Gapinge";3;3;3;3;3;3;3;3;3;3;3;4
"4353 Serooskerke";8;8;7;7;7;7;8;9;9;9;9;10
"4354 Vrouwenpolder";5;5;5;5;5;5;5;5;5;5;5;5
"4356 Oostkapelle";16;16;17;17;18;19;20;21;22;20;21;22
"4357 Domburg";15;15;15;15;15;15;15;15;15;16;17;17
"4361 Westkapelle";5;5;6;6;6;6;6;6;6;6;6;6
"4363 Aagtekerke";5;6;6;7;7;7;6;6;5;5;5;6
"4364 Grijpskerke";8;8;9;9;9;10;10;10;10;11;11;11
"4365 Meliskerke";2;2;2;2;2;2;3;3;3;3;3;3
"4371 Koudekerke";15;15;14;15;14;14;13;13;14;14;14;14
"4373 Biggekerke";3;3;3;3;3;3;3;3;3;3;3;5
"4374 Zoutelande";8;8;8;8;8;9;9;10;10;11;12;12
"4381 Binnenstad";18;20;20;20;22;22;22;23;26;26;26;26
"4382 Middengebied/Binnen-/Buitenhavens";14;14;14;14;14;12;12;11;11;11;13;11
"4383 Middengebied/Het Fort";5;6;6;6;6;6;6;6;6;6;6;6
"4384 Paauwenburg/Westduin";18;19;20;21;21;21;24;24;24;24;24;26
"4385 Rosenburgh/Westerzicht";9;10;11;11;11;12;12;12;12;12;12;12
"4386 Zuidbeek/West-Souburg";12;12;12;12;12;12;13;13;14;14;16;17
"4387 Vrijburg";2;2;2;2;2;2;2;1;3;3;3;3
"4388 Oost-Souburg";10;13;15;17;17;18;20;21;21;21;20;20
"4389 Ritthem/Sloegebied";4;4;4;3;3;3;3;3;3;3;3;3
"4401 Yerseke";27;27;28;29;29;29;32;32;33;33;33;33
"4411 Rilland-Bath";8;8;9;9;8;8;8;9;10;10;10;11
"4413 Krabbendijke";6;6;6;6;6;6;6;7;7;7;7;7
"4414 Waarde";3;4;4;4;4;4;4;4;4;4;4;4
"4415 Oostdijk";1;1;1;1;1;1;1;1;1;2;2;2
"4416 Kruiningen";12;14;15;15;16;17;18;19;19;18;19;20
"4417 Hansweert";3;4;4;4;4;4;4;4;4;4;4;4
"4421 Kapelle";35;36;35;34;36;37;37;36;39;39;42;44
"4423 Schore";1;1;0;0;0;0;0;0;0;0;0;0
"4424 Wemeldinge";8;9;10;10;11;11;12;12;12;12;12;11
"4431 s-Gravenpolder";13;13;13;13;14;14;13;13;13;14;14;17
"4433 Hoedekenskerke";3;3;3;3;3;3;3;3;3;3;3;4
"4434 Kwadendamme";0;0;0;0;0;0;0;0;0;0;0;0
"4435 Baarland";2;2;2;2;2;2;2;2;2;2;2;1
"4436 Oudelande";1;1;1;1;1;1;1;1;1;1;1;1
"4437 Ellewoutsdijk";1;1;1;1;1;1;1;0;0;0;0;0
"4438 Driewegen";2;2;3;3;3;3;4;4;4;4;5;5
"4441 Ovezande";5;5;5;5;5;5;6;7;7;7;7;8
"4443 Nisse";4;4;4;5;5;5;5;5;5;5;5;5
"4444 's-Heer-Abtskerke";2;2;2;3;3;3;3;3;3;3;3;3
"4451 Heinkenszand";20;21;20;20;20;19;21;23;24;24;23;25
"4453 's-Heerenhoek";9;9;9;9;10;10;10;10;10;9;9;9
"4454 Borssele";4;4;4;4;4;4;4;4;4;4;4;4
"4455 Nieuwdorp";6;6;6;6;6;8;9;9;8;10;10;9
"4456 Lewedorp";2;3;3;3;3;5;5;6;6;6;6;6
"4458 s-Heer-Arendskerke";11;11;11;11;12;12;11;11;11;11;11;11
"4461 Centrum/Oost/West";30;28;28;28;30;30;32;34;33;33;33;29
"4462 Zuid";95;98;102;99;98;93;94;93;93;94;97;90
"4463 Noordwest/Haven";16;18;20;20;20;22;22;23;26;27;28;27
"4464 Noordoost";9;9;9;8;9;9;9;8;8;8;11;11
"4465 Goese Meer";18;18;18;18;18;19;18;19;19;19;19;19
"4471 Wolphaartsdijk";7;8;8;8;8;8;8;9;9;10;9;9
"4472 's-Heer-Hendrikskinderen";7;7;7;7;7;7;6;6;6;6;7;7
"4474 Kattendijke";3;3;3;3;3;3;3;3;3;3;2;2
"4475 Wilhelminadorp";5;5;5;5;5;5;5;6;7;7;7;6
"4481 Kloetinge";8;8;10;10;11;11;11;11;12;14;15;16
"4482 Kapelle";"";"";"";"";"";"";"";"";"";"";1;1
"4484 Kortgene";13;13;12;12;12;12;14;15;15;15;16;17
"4485 Kats";6;6;6;6;6;6;6;6;7;7;7;7
"4486 Colijnsplaat";6;7;7;7;7;7;7;7;7;7;7;7
"4491 Wissenkerke";4;3;3;3;3;3;3;4;4;4;4;5
"4493 Kamperland";6;7;7;7;8;8;9;10;10;10;10;10
"4494 Geersdijk";2;2;2;2;2;2;2;2;2;3;3;3
"4501 Oostburg";6;6;7;7;8;9;9;12;12;14;14;13
"4503 Groede";1;2;2;2;2;2;2;2;3;3;3;4
"4504 Nieuwvliet";3;3;3;3;3;3;3;3;3;3;3;4
"4505 Zuidzande";2;2;2;2;2;2;2;2;2;2;2;2
"4506 Cadzand";4;5;5;5;5;5;5;5;5;5;5;5
"4507 Schoondijke";5;5;5;5;5;5;5;5;5;5;5;5
"4508 Waterlandkerkje";0;0;0;0;0;0;0;0;1;1;1;1
"4511 Breskens";8;8;10;10;11;13;13;13;14;13;15;14
"4513 Hoofdplaat";1;1;1;1;1;1;1;1;1;2;2;2
"4515 IJzendijke";12;12;12;12;13;13;13;13;14;14;15;18
"4521 Biervliet";4;4;4;4;4;4;4;5;5;6;7;7
"4522 Pyramide";0;0;0;0;0;0;0;0;0;0;0;0
"4524 Sluis";4;4;4;4;4;4;4;4;5;5;5;6
"4525 Retranchement";1;1;1;1;1;2;2;2;2;2;3;3
"4527 Aardenburg";2;2;2;2;3;4;4;4;4;5;6;6
"4528 St Kruis";1;2;2;2;3;3;3;3;3;3;4;4
"4529 Eede";4;4;3;3;3;3;3;3;3;3;3;4
"4531 Terneuzen-Binnenstad";5;5;5;5;6;6;6;5;5;5;5;6
"4532 Zuiderpark/Noord-/Serlippenspolder";15;16;17;17;17;17;17;18;21;21;21;20
"4533 Othene";19;19;19;21;24;24;25;25;25;25;25;26
"4535 Zeldenrust/Katspolder";11;12;11;11;11;11;11;12;12;15;17;14
"4536 Driewegen/Zuidpolder/Oudelandse Hoeve";3;3;3;4;4;4;5;5;5;5;5;5
"4537 Oude Vaart/Triniteit/Lievenspolder";8;8;8;8;9;9;11;12;12;13;14;14
"4538 Noorderdokken/Zevenaar/Handelspoort";17;17;17;17;16;17;16;16;16;16;17;16
"4539 Spui";1;1;1;1;1;1;1;1;1;1;1;1
"4541 Sluiskil";1;1;1;1;1;1;2;2;2;2;3;3
"4542 Hoek";7;7;7;9;9;9;9;9;9;9;9;10
"4543 Zaamslag";7;7;7;7;7;7;7;7;7;8;9;9
"4551 Sas van Gent";19;19;19;19;20;21;21;20;19;19;20;19
"4553 Philippine";5;5;5;6;6;7;7;7;7;7;7;9
"4554 Westdorpe";4;4;4;4;5;5;5;5;4;5;6;8
"4561 Hulst";22;23;24;24;25;26;30;30;30;31;35;36
"4562 Hulst";5;5;5;5;5;5;5;5;5;5;5;5
"4564 St Jansteen";7;7;8;8;8;8;8;8;8;8;9;8
"4565 Kapellebrug";0;0;0;0;0;0;1;1;2;2;2;2
"4566 Heikant";4;4;3;3;4;4;6;6;6;6;6;6
"4567 Clinge";2;2;2;2;2;2;2;2;2;2;2;2
"4568 Nieuw-Namen";1;1;1;2;2;3;4;4;4;4;4;4
"4569 Graauw";6;6;6;6;5;5;5;5;5;6;6;6
"4571 Axel";16;16;16;16;17;17;17;17;19;19;18;16
"4574 Zuiddorpe";1;1;1;1;1;1;1;1;1;1;1;1
"4575 Overslag";2;2;2;2;2;2;2;2;2;2;2;2
"4576 Koewacht";9;10;10;10;10;11;12;13;14;14;14;14
"4581 Vogelwaarde";5;5;6;6;6;7;6;6;6;5;5;5
"4583 Terhole";3;3;3;3;3;2;2;2;2;3;3;3
"4584 Kuitaart";0;0;0;0;0;0;0;0;0;0;0;0
"4585 Hengstdijk";2;2;3;3;3;3;3;3;4;4;4;4
"4586 Lamswaarde";2;2;2;2;2;2;2;2;2;2;2;2
"4587 Kloosterzande";8;8;8;9;9;9;9;9;10;11;11;9
"4588 Walsoorden";"";"";"";"";"";"";"";"";"";0;0;0
"4589 Ossenisse";2;2;2;1;1;1;1;1;1;3;3;3
"4611 De Oude Stad";27;27;27;26;26;28;27;30;31;33;33;34
"4612 Waterfront-Industriegebied";14;14;13;13;13;13;12;12;12;12;11;9
"4613 Tuinwijk / Noordgeest";8;10;10;9;9;10;12;12;13;13;14;15
"4614 Meilust";15;17;16;16;17;19;19;20;21;22;24;24
"4615 Fort / Zeekant";10;10;9;9;10;11;11;11;12;12;14;15
"4616 Augustapolder";0;0;0;0;0;0;0;0;0;0;2;2
"4617 Bergse Plaat";28;28;29;29;31;33;33;35;37;38;41;41
"4621 Gageldonk-West";3;3;3;3;3;3;3;3;3;4;5;6
"4622 Lage Meren";3;3;2;2;2;2;2;4;5;5;5;5
"4623 Gageldonk-Oost";3;4;4;4;5;5;5;4;4;4;7;7
"4624 Warande";14;15;15;15;14;14;14;14;15;16;16;16
"4625 Nieuw Borgvliet";9;9;9;9;10;10;10;9;9;10;10;10
"4631 Hoogerheide";30;30;30;31;31;32;34;36;36;38;39;40
"4634 Woensdrecht";4;4;4;4;4;4;5;5;5;5;5;5
"4635 Huijbergen";12;12;12;12;12;12;12;12;12;13;14;15
"4641 Ossendrecht";18;19;19;21;21;22;22;24;25;26;26;26
"4645 Putte";9;9;9;9;9;10;11;11;11;11;11;11
"4651 Steenbergen";42;43;43;43;46;49;49;51;52;53;53;54
"4652 Steenbergen";2;2;2;2;2;2;2;2;2;2;5;5
"4655 De Heen";1;1;1;1;1;1;1;1;1;1;1;1
"4661 Halsteren";40;41;43;45;46;47;48;52;54;56;63;65
"4664 Lepelstraat";3;3;3;3;3;3;4;4;6;7;7;7
"4671 Dinteloord";12;12;15;15;16;16;17;19;20;21;22;25
"4675 St Philipsland";5;6;7;7;7;9;8;9;9;9;10;11
"4681 Nieuw-Vossemeer";8;8;8;8;8;8;9;9;9;9;10;10
"4691 Tholen";37;35;34;35;33;35;38;41;42;45;46;44
"4693 Poortvliet";6;6;6;7;7;7;6;5;6;6;5;5
"4694 Scherpenisse";3;3;3;3;3;3;4;4;4;4;4;5
"4695 St Maartensdijk";5;5;5;6;6;6;6;7;7;7;7;6
"4696 Stavenisse";2;2;2;2;2;2;3;3;3;3;3;5
"4697 St Annaland";8;7;7;6;6;6;6;6;6;6;7;5
"4698 Oud-Vossemeer";6;7;9;9;10;11;11;11;10;10;10;11
"4701 Centrum";23;24;23;23;22;23;24;22;23;25;26;26
"4702 Noord/Oost";28;28;29;27;28;28;30;34;36;39;38;38
"4703 West";16;17;20;20;21;22;22;22;22;21;21;19
"4704 Borchwerf-N/Het Leen";29;27;30;28;29;26;27;27;29;29;28;23
"4705 Majoppeveld-N/Smoorstraat";9;9;7;7;7;8;9;11;15;12;12;12
"4706 Kortendijk";52;55;57;58;59;62;64;66;66;67;68;71
"4707 Groot Kroeven/Langdonk";23;24;25;25;28;33;37;38;37;36;39;41
"4708 Tolberg";34;37;37;39;40;42;46;48;49;49;52;52
"4709 Nispen";8;7;7;7;8;9;10;10;11;11;11;11
"4711 St Willebrord";25;26;28;30;30;32;30;33;33;35;35;34
"4714 Sprundel";18;17;18;18;19;19;19;20;20;22;22;22
"4715 Rucphen";16;16;17;17;17;19;19;20;20;21;23;24
"4721 Schijf";8;8;8;8;8;8;8;8;6;6;5;5
"4722 Vrsp hzn NW";1;1;1;1;1;1;1;1;1;1;1;1
"4724 Wouw";19;19;18;18;19;19;18;18;19;20;22;22
"4725 Wouwse Plantage";3;3;4;4;5;5;5;5;5;5;5;4
"4726 Heerle";8;8;8;8;9;9;13;13;13;13;14;14
"4727 Moerstraten";3;3;3;3;6;6;6;6;6;6;6;6
"4731 Oudenbosch";27;26;29;29;29;30;31;31;30;31;31;30
"4735 Zegge";5;6;6;6;6;6;6;6;7;7;7;7
"4741 Hoeven";24;26;29;29;31;30;31;32;33;33;33;35
"4744 Bosschenhoofd";9;10;11;10;11;10;13;15;15;16;16;16
"4751 Oud Gastel";30;32;32;32;31;31;29;31;31;30;32;34
"4754 Stampersgat";0;0;0;0;0;0;0;0;0;1;1;1
"4756 Kruisland";7;7;7;8;8;9;8;8;9;10;10;10
"4758 Standdaarbuiten";5;5;5;5;5;5;5;6;6;6;7;9
"4759 Noordhoek";2;2;3;3;3;3;3;4;4;4;4;4
"4761 Zevenbergen";39;41;41;42;42;41;45;46;49;54;57;55
"4762 Zwanengat";18;18;19;19;18;18;17;17;18;17;18;16
"4765 Zevenbergschen Hoek";8;10;10;10;10;10;9;12;12;14;15;15
"4766 Zevenbergschen Hoek Dri";0;0;0;0;0;0;0;0;0;0;0;0
"4771 Langeweg";3;3;3;3;3;3;3;3;3;3;3;3
"4772 Terheijden";2;2;2;2;2;2;2;2;2;2;2;2
"4781 Moerdijk";2;2;3;3;3;3;2;2;2;2;2;2
"4782 Landelijk gebied";23;20;19;20;20;20;19;17;17;17;14;14
"4791 Klundert";20;20;21;21;22;22;24;24;26;27;27;27
"4793 Fijnaart";15;15;16;16;17;18;16;17;17;17;17;17
"4794 Heijningen";5;5;4;4;4;4;4;4;4;5;6;6
"4796 Oudemolen";1;1;1;1;1;1;1;1;1;1;1;1
"4797 Willemstad";17;17;16;17;19;19;20;21;20;19;18;22
"4811 Centrum";62;61;61;61;61;62;61;62;64;70;70;70
"4812 Haagpoort/Heuvel";15;18;20;18;20;22;25;23;27;30;27;25
"4813 Princenhage";22;20;20;21;19;19;21;21;21;22;22;22
"4814 Tuinzigt/Liesbos/Heilaar";30;31;31;31;31;32;32;34;36;39;44;45
"4815 Belcrum/Steenakker";30;28;28;27;25;28;28;29;32;35;37;36
"4816 Doornbos-Linie";5;6;6;6;7;8;8;8;9;9;9;8
"4817 Brabantpark/Heusdenhout";2502;2433;2372;2332;2303;2242;2217;2187;2142;2083;2009;1779
"4818 Sportpark/Zandberg";55;54;54;54;56;59;60;66;66;66;69;69
"4819 Boeimeer";8;8;10;10;11;11;12;12;14;14;15;15
"4822 Kesteren/Muizenberg";9;11;11;11;11;12;15;15;17;17;20;22
"4823 Heksenwiel/Overkroeten/Hagebeemd";29;32;34;34;39;41;44;46;46;46;46;50
"4824 Gageldonk/Kievitsloop/Emer";25;25;25;24;25;27;26;26;26;28;29;30
"4825 Krogten";12;12;12;12;11;11;11;11;11;10;10;15
"4826 Biesdonk/Wisselaar";8;8;7;7;8;9;9;9;10;10;10;10
"4827 Geeren";10;10;10;11;11;10;12;12;13;12;11;12
"4834 Blauwe Kei/Ypelaar/Overakker";43;43;43;45;46;50;50;52;53;55;59;65
"4835 Ginneken";47;47;47;47;48;52;55;56;60;59;61;66
"4836 Mastbos";14;16;16;17;17;16;16;16;18;19;19;20
"4837 Ruitersbos";26;26;26;27;26;28;29;30;30;33;33;38
"4838 Effen/Rith";13;13;14;15;16;15;16;17;18;18;19;20
"4839 Liesbos";4;4;4;4;5;6;6;6;7;7;7;8
"4841 Prinsenbeek";37;39;40;43;44;45;46;47;49;52;52;59
"4844 Terheijden";23;25;25;24;25;26;26;27;29;30;29;29
"4845 Wagenberg";16;15;16;16;16;17;17;18;18;18;20;20
"4847 Teteringen";40;43;44;44;44;45;46;49;51;56;56;58
"4849 Dorst";14;14;14;14;15;17;18;19;20;20;21;21
"4851 Ulvenhout";46;48;49;50;48;48;48;49;49;49;50;47
"4854 Bavel";47;51;53;53;52;54;56;60;63;67;67;71
"4855 Galder";4;4;4;4;4;5;5;5;5;5;5;5
"4856 Strijbeek";5;5;5;5;5;5;5;5;5;5;5;5
"4858 Ulvenhout AC";6;6;6;6;6;6;6;6;6;6;6;6
"4859 Bavel AC";"";"";"";"";"";"";"";"";"";"";"";0
"4861 Chaam";15;16;16;16;16;16;16;16;16;16;19;20
"4871 Etten Leur-N";39;39;40;41;43;45;44;46;50;53;56;63
"4872 Centrum";21;23;24;25;25;25;28;26;27;29;31;35
"4873 Zuid I";17;19;19;20;20;20;20;20;20;20;20;22
"4874 Hoeven";14;14;14;15;15;17;16;16;16;17;18;18
"4875 Etten - Leur / centrum";4;3;4;5;4;4;4;5;5;5;4;4
"4876 Zuid II";13;14;14;15;15;15;16;18;19;20;23;25
"4877 Industriegebied Vosdonk";2;2;2;2;2;2;2;2;2;2;2;2
"4878 Industriegebied Vosdonk";3;4;4;4;4;4;2;2;2;1;1;1
"4879 Industriegebied Vosdonk";19;22;23;24;23;24;21;22;22;24;25;24
"4881 Zundert";16;16;16;15;17;19;20;20;21;22;24;23
"4882 Klein-Zundert";9;9;10;10;11;11;11;11;11;11;11;11
"4884 Wernhout";9;9;9;9;9;9;10;9;11;12;11;12
"4885 Achtmaal";6;6;7;7;7;6;6;6;6;6;6;6
"4891 Rijsbergen";18;18;18;18;19;21;22;22;24;24;26;28
"4901 Oosterhout";26;28;28;28;29;29;31;31;33;33;34;34
"4902 Slotjes";25;26;24;24;25;28;29;30;31;32;32;33
